Date;Mkt-RF;SMB;HML;RF;Mkt_EW;Mkt_EW-rf;MOM;RMW;CMA;SMB5;LT_Rev;ST_Rev
201612;1,81;0,11;3,51;0,03;1,93;1,9;-0,38;1,14;-0,29;0,41;-2,52;-0,98
201701;1,94;-1,06;-2,81;0,04;1,78;1,74;-0,98;-0,5;-0,94;-1,35;-1,5;3,38
201702;3,57;-2,01;-1,79;0,04;1,85;1,81;-1,63;0,27;-1,74;-2,18;-3,45;-1,15
201703;0,17;1,17;-3,33;0,03;0,54;0,51;-0,92;0,8;-1,04;0,8;-1,16;-0,96
201704;1,09;0,72;-2,11;0,05;0,17;0,12;0,44;1,96;-1,58;0,48;-3,76;-2,25
201705;1,06;-2,61;-3,67;0,06;-2,2;-2,26;1,46;1,02;-1,93;-3,11;-2,71;-3,58
201706;0,78;2,15;1,45;0,06;3,69;3,63;-0,32;-2,23;-0,05;2,46;-0,81;3,86
201707;1,87;-1,47;-0,36;0,07;-0,24;-0,31;1,66;-0,77;-0,21;-1,65;0,48;2,02
201708;0,16;-1,62;-2,19;0,09;-1,69;-1,78;3,55;0,14;-2,42;-1,81;-2,03;-0,45
201709;2,51;4,47;3,14;0,09;7,15;7,06;-1,18;-1,38;1,64;4,78;0,92;2,76
201710;2,25;-1,95;0,12;0,09;-0,02;-0,11;4,3;0,93;-3,35;-1,96;-2,02;-0,73
201711;3,12;-0,58;-0,09;0,08;3,37;3,29;-0,71;3,3;0,05;-0,33;0,82;0,34
201712;1,06;-1,29;0,17;0,09;1,19;1,1;-1,63;0,72;1,67;-1,02;2,19;-0,85
201801;5,58;-3,09;-1,32;0,11;3,1;2,99;3,94;-0,82;-0,86;-3,19;-1,79;0,55
201802;-3,65;0,3;-1,01;0,11;-4,03;-4,14;3,97;0,58;-2,23;0,37;-3,54;-0,99
201803;-2,35;4,05;-0,12;0,12;0,82;0,7;-1,28;-0,45;0;3,6;1,97;0,4
201804;0,29;1,13;0,5;0,14;0,8;0,66;0,27;-2,33;1,18;0,96;2,9;-0,49
201805;2,65;5,28;-3,15;0,14;4,91;4,77;3,8;-2,01;-1,44;4,74;-0,27;-0,31
201806;0,48;1,19;-2,31;0,14;0,88;0,74;-2,38;0,83;0,34;0,89;1,03;0,93
201807;3,19;-2,21;0,57;0,16;0,31;0,15;-1,67;1,53;0,4;-1,95;-1,78;1,58
201808;3,44;1,15;-3,92;0,16;3,49;3,33;5,22;-0,15;-2,47;0,64;-2,72;1,25
201809;0,06;-2,28;-1,63;0,15;-1,68;-1,83;-0,06;0,59;1,26;-2,49;1,88;0,23
201810;-7,68;-4,78;3,46;0,19;-10,28;-10,47;-1,84;0,91;3,45;-4,51;-1,92;1,46
201811;1,69;-0,71;0,34;0,18;-0,4;-0,58;-1,33;-0,63;0,33;-0,8;-4,2;1,08
201812;-9,55;-2,48;-1,89;0,19;-13,1;-13,29;1,85;-0,09;0,15;-2,99;-3,27;-1,87
201901;8,41;2,89;-0,46;0,21;14,51;14,3;-8,65;-0,65;-1,36;3,05;2,69;7,44
201902;3,4;2,12;-2,71;0,18;5,12;4,94;0,86;0,09;-1,47;1,79;-0,68;0
201903;1,1;-3,05;-4,19;0,19;-1,34;-1,53;2,14;0,86;-1,03;-3,56;-0,73;0,19
201904;3,96;-1,75;2,02;0,21;2,48;2,27;-2,55;1,64;-2,18;-1,16;-3,16;0,92
201905;-6,94;-1,18;-2,28;0,21;-8,36;-8,57;7,6;-0,54;1,78;-1,5;-4,48;0,63
201906;6,93;0,22;-0,79;0,18;5,6;5,42;-2,14;0,99;-0,38;0,33;-0,03;3,87
201907;1,19;-2,08;0,34;0,19;-1,12;-1,31;2,72;-0,16;0,34;-1,91;-3,24;-0,18
201908;-2,58;-2,4;-4,85;0,16;-5,43;-5,59;7,64;0,42;-0,89;-3,28;-5,03;-2,51
201909;1,43;-1,05;6,77;0,18;2,17;1,99;-6,85;1,99;3,5;0,24;2,88;5,25
201910;2,06;0,24;-1,88;0,15;0,12;-0,03;0,29;0,25;-0,99;0,2;-3,57;-0,44
201911;3,87;0,91;-2,05;0,12;3,82;3,7;-2,6;-1,58;-1,24;0,52;-0,08;-0,32
201912;2,77;0,67;1,91;0,14;5,12;4,98;-2,27;0,09;1,29;0,94;1,17;0,6
202001;-0,11;-3,08;-6,27;0,13;-1,51;-1,64;5,43;-1,36;-2,34;-4,4;-4,97;2,71
202002;-8,13;1,02;-3,92;0,12;-7,41;-7,53;-0,23;-1,61;-2,49;-0,03;-1,54;-2,35
202003;-13,38;-5,03;-13,96;0,12;-22,65;-22,77;8,54;-1,38;1,21;-8,38;-8,58;-11,87
202004;13,65;2,75;-1,39;0;19,3;19,3;-5,49;2,51;-1,03;2,79;3,33;15,58
202005;5,58;2,49;-5,05;0,01;7,93;7,92;0,67;0,71;-3,28;1,93;-2,41;-3,09
202006;2,46;2,71;-2,35;0,01;6,69;6,68;-0,75;0,03;0,34;1,94;1,81;-1,91
202007;5,77;-2,18;-1,39;0,01;4,18;4,17;7,61;0,55;1,06;-3,03;-0,08;-3,27
202008;7,63;-0,25;-2,94;0,01;4,64;4,63;0,51;4,27;-1,44;-0,94;1,93;-2,27
202009;-3,63;0,06;-2,51;0,01;-2,84;-2,85;3,05;-1,15;-1,77;0,07;-2,81;0,42
202010;-2,1;4,44;4,03;0,01;1,17;1,16;-3,03;-0,6;-0,53;4,76;-0,67;0,69
202011;12,47;5,48;2,11;0,01;20,6;20,59;-12,25;-2,78;1,05;6,75;6,39;3,23
202012;4,63;4,81;-1,36;0,01;9,12;9,11;-2,42;-2,15;0;4,67;-0,59;-3,08
